source,text,cluster
citizens.pdf,requirements but amici present evidence of yet another reason to do sothe threat of retaliation from elected officials as amicis submissions make clear this threat extends far beyond a single ballot proposition in california for example a candidate challenging an incumbent state attorney general reported that some members of the states business community feared donat ing to his campaign because they did not want to cross the incumbent in his words i go to so many people and hear the same thing i sure hope you beat the incumbent but i cant afford to have my name on your records he might come after me next strassel challenging spitzerism at the polls wall street journal aug p a the incumbent won reelection in my point is not to express any view on the merits of the political controversies i describe rather it is to demon strateusing realworld recent examplesthe fallacy in the courts conclusion that disclaimer and disclosure requirements impose no ceiling on campaignrelated activities and do not prevent anyone from speaking cite as u s opinion of thomas j ante at internal quotation marks and citations omit ted of course they do disclaimer and disclosure re quirements enable private citizens and elected officials to implement political strategies specifically calculated to curtail campaignrelated activity and prevent the lawful peaceful exercise of first amendment rights the court nevertheless insists that asapplied chal lenges to disclosure requirements will suffice to vindicate those speech rights as long as potential plaintiffs can show a reasonable probability that disclosure will subject them to threats harassment or reprisals from either government officials or private parties ante at internal quotation marks omitted but the courts opin ion itself proves the irony in this compromise in correctly explaining why it must address the facial constitutionality of see ante at the court recognizes that the first amendment does not permit laws that force speakers to seek declaratory rulings before discussing the most salient political issues of our day ante at that as applied challenges to would require substantial litigation over an extended time and result in an inter pretive process that itself would create an inevitable pervasive and serious risk of chilling protected speech pending the drawing of fine distinctions that in the end would themselves be questionable ante at that a court would be remiss in performing its duties were it to accept an unsound principle merely to,4
citizens.pdf,avoid the necessity of making a broader ruling ante at and that avoiding a facial challenge to would prolong the substantial nationwide chilling effect that causes ante at this logic of course applies equally to asapplied chal lenges to and irony aside the courts promise that asapplied chal lenges will adequately protect speech is a hollow assur ance now more than ever and will chill pro tected speech becauseas california voters can attest citizens united v federal election commn opinion of thomas j the advent of the internet enables prompt disclosure of expenditures which provides political opponents with the information needed to intimidate and retaliate against their foes ante at thus disclosure permits citizens to react to the speech of their political oppo nents in a properor undeniably improperway long before a plaintiff could prevail on an asapplied challenge ibid i cannot endorse a view of the first amendment that subjects citizens of this nation to death threats ruined careers damaged or defaced property or preemptive and threatening warning letters as the price for engaging in core political speech the primary object of first amend ment protection mcconnell u s at thomas j concurring in part concurring in judgment in part and dissenting in part quoting nixon v shrink missouri government pac u s thomas j dissenting accordingly i respectfully dissent from the courts judgment upholding bcra and but cf hill v colorado u s approving a statute restricting speech within feet of abortion clinics because it protected women seeking an abortion from sidewalk counseling which consists of efforts to educate counsel persuade or inform passersby about abortion and abortion alternatives by means of verbal or written speech and which sometimes involved strong and abusive language in facetoface encounters,4
apple.pdf,slip opinion october term syllabus note where it is feasible a syllabus headnote will be released as is being done in connection with this case at the time the opinion is issued the syllabus constitutes no part of the opinion of the court but has been prepared by the reporter of decisions for the convenience of the reader see united states v detroit timber lumber co u s supreme court of the united states syllabus apple inc v pepper et al certiorari to the united states court of appeals for the ninth circuit no argued november decided may apple inc sells iphone applications or apps directly to iphone owners through its app storethe only place where iphone owners may law fully buy apps most of those apps are created by independent devel opers under contracts with apple apple charges the developers a annual membership fee allows them to set the retail price of the apps and charges a commission on every app sale respond ents four iphone owners sued apple alleging that the company has unlawfully monopolized the aftermarket for iphone apps apple moved to dismiss arguing that the iphone owners could not sue be cause they were not direct purchasers from apple under illinois brick co v illinois u s the district court agreed but the ninth circuit reversed concluding that the iphone owners were di rect purchasers because they purchased apps directly from apple held under illinois brick the iphone owners were direct purchasers who may sue apple for alleged monopolization pp a this straightforward conclusion follows from the text of the an titrust laws and from this courts precedent section of the clayton act provides that any person who shall be injured in his business or property by reason of anything forbidden in the antitrust laws may sue u s c a that broad text readily covers consumers who purchase goods or services at higherthancompetitive prices from an allegedly monopolistic retailer applying this court has consistently stated that the immediate buyers from the alleged anti trust violators may maintain a suit against the antitrust violators kansas v utilicorp united inc u s but has ruled that indirect purchasers who are two or more steps removed from the violator in a distribution chain may not sue unlike the consumer in illinois brick the iphone owners here are not consumers at the bot apple inc v pepper syllabus tom,2
apple.pdf,of a vertical distribution chain who are attempting to sue manu facturers at the top of the chain the absence of an intermediary in the distribution chain between apple and the consumer is dispositive pp b apple argues that illinois brick allows consumers to sue only the party who sets the retail price whether or not the party sells the good or service directly to the complaining party but that theory suffers from three main problems first it contradicts statutory text and precedent by requiring the court to rewrite the rationale of illi nois brick and to gut its longstanding brightline rule any ambigui ty in illinois brick should be resolved in the direction of the statutory text which states that any person injured by an antitrust violation may sue to recover damages second apples theory is not persua sive economically or legally it would draw an arbitrary and unprin cipled line among retailers based on their financial arrangements with their manufacturers or suppliers and it would permit a con sumer to sue a monopolistic retailer when the retailer set the retail price by marking up the price it had paid the manufacturer or suppli er for the good or service but not when the manufacturer or supplier set the retail price and the retailer took a commission on each sale third apples theory would provide a roadmap for monopolistic re tailers to structure transactions with manufacturers or suppliers so as to evade antitrust claims by consumers and thereby thwart effec tive antitrust enforcement pp c contrary to apples argument the three illinois brick rationales for adopting the directpurchaser rule cut strongly in respondents fa vor first apple posits that allowing only the upstream app develop ersand not the downstream consumersto sue apple would mean more effective antitrust enforcement but that makes little sense and it would directly contradict the longstanding goal of effective pri vate enforcement and consumer protection in antitrust cases sec ond apple warns that calculating the damages in successful consum er antitrust suits against monopolistic retailers might be complicated but illinois brick is not a getoutofcourtfree card for monopolistic retailers to play any time that a damages calculation might be complicated third apple claims that allowing consumers to sue will result in conflicting claims to a common fundthe amount of the alleged overcharge illinois brick u s at but this is not a case where multiple,2
apple.pdf,parties at different levels of a distribution chain are trying to recover the same passedthrough overcharge initially levied by the manufacturer at the top of the chain cf id at pp f d affirmed cite as u s syllabus kavanaugh j delivered the opinion of the court in which gins burg breyer sotomayor and kagan jj joined gorsuch j filed a dissenting opinion in which roberts c j and thomas and alito jj joined cite as u s opinion of the court notice this opinion is subject to formal revision before publication in the preliminary print of the united states reports readers are requested to notify the reporter of decisions supreme court of the united states washington d c of any typographical or other formal errors in order that corrections may be made before the preliminary print goes to press supreme court of the united states no apple inc petitioner v robert pepper et al on writ of certiorari to the united states court of appeals for the ninth circuit may justice kavanaugh delivered the opinion of the court in apple started selling iphones the next year apple launched the retail app store an electronic store where iphone owners can purchase iphone applications from apple those apps enable iphone owners to send messages take photos watch videos buy clothes order food arrange transportation purchase concert tickets donate to charities and the list goes on theres an app for that has become part of the stcentury american lexicon in this case however several consumers contend that apple charges too much for apps the consumers argue in particular that apple has monopolized the retail mar ket for the sale of apps and has unlawfully used its mo nopolistic power to charge consumers higherthan competitive prices a claim that a monopolistic retailer here apple has used its monopoly to overcharge consumers is a classic antitrust claim but apple asserts that the consumer plaintiffs in this case may not sue apple because they supposedly were not direct purchasers from apple under our decision in illinois brick co v illinois u s apple inc v pepper opinion of the court we disagree the plaintiffs purchased apps directly from apple and therefore are direct purchas ers under illinois brick at this early pleadings stage of the litigation we do not assess the merits of the plaintiffs antitrust claims against apple nor do we consider any other,2
apple.pdf,defenses apple might have we merely hold that the illinois brick directpurchaser rule does not bar these plaintiffs from suing apple under the antitrust laws we affirm the judgment of the u s court of appeals for the ninth circuit i in apple began selling iphones in july apple started the app store the app store now contains about million apps that iphone owners can download by contract and through technological limitations the app store is the only place where iphone owners may lawfully buy apps for the most part apple does not itself create apps rather independent app developers create apps those independent app developers then contract with apple to make the apps available to iphone owners in the app store through the app store apple sells the apps directly to iphone owners to sell an app in the app store app de velopers must pay apple a annual membership fee apple requires that the retail sales price end in but otherwise allows the app developers to set the retail price apple keeps percent of the sales price no matter what the sales price might be in other words apple pockets a percent commission on every app sale in four iphone owners sued apple they allege that apple has unlawfully monopolized the iphone apps aftermarket app to pet for cert a the plaintiffs allege that via the app store apple locks iphone owners into buying apps only from apple and paying apples cite as u s opinion of the court fee even if the iphone owners wish to buy apps else where or pay less id at a according to the com plaint that percent commission is pure profit for apple and in a competitive environment with other retail ers apple would be under considerable pressure to sub stantially lower its profit margin id at aa the plaintiffs allege that in a competitive market they would be able to choose between apples highpriced app store and less costly alternatives id at a and they allege that they have paid more for their iphone apps than they would have paid in a competitive market id at a apple moved to dismiss the complaint arguing that the iphone owners were not direct purchasers from apple and therefore may not sue in illinois brick this court held that direct purchasers may sue antitrust violators but also ruled that indirect purchasers may not,2
apple.pdf,sue the district court agreed with apple and dismissed the com plaint according to the district court the iphone owners were not direct purchasers from apple because the app developers not apple set the consumers purchase price the ninth circuit reversed the ninth circuit concluded that the iphone owners were direct purchasers under illinois brick because the iphone owners purchased apps directly from apple according to the ninth circuit illi nois brick means that a consumer may not sue an alleged monopolist who is two or more steps removed from the consumer in a vertical distribution chain see in re apple iphone antitrust litig f d here however the consumers purchased directly from apple the alleged monopolist therefore the ninth circuit held that the iphone owners could sue apple for allegedly monopolizing the sale of iphone apps and charging higher thancompetitive prices id at we granted certiorari u s apple inc v pepper opinion of the court ii a the plaintiffs allegations boil down to one straightfor ward claim that apple exercises monopoly power in the retail market for the sale of apps and has unlawfully used its monopoly power to force iphone owners to pay apple higherthancompetitive prices for apps according to the plaintiffs when iphone owners want to purchase an app they have only two options buy the app from apples app store at a higherthancompetitive price or do not buy the app at all any iphone owners who are dissatis fied with the selection of apps available in the app store or with the price of the apps available in the app store are out of luck or so the plaintiffs allege the sole question presented at this early stage of the case is whether these consumers are proper plaintiffs for this kind of antitrust suitin particular our precedents ask whether the consumers were direct purchasers from apple illinois brick u s at it is undis puted that the iphone owners bought the apps directly from apple therefore under illinois brick the iphone owners were direct purchasers who may sue apple for alleged monopolization that straightforward conclusion follows from the text of the antitrust laws and from our precedents first is text section of the sherman act makes it unlawful for any person to monopolize or attempt to monopolize or combine or conspire with any other person or persons to monopolize any part of the trade or,2
apple.pdf,com merce among the several states or with foreign nations stat u s c section of the clayton act in turn provides that any person who shall be injured in his business or property by reason of anything forbidden in the antitrust laws may sue the defendant and shall recover threefold the damages by him sustained and the cost of suit including a reasonable attorneys fee cite as u s opinion of the court stat u s c a emphasis added the broad text of any person who has been injured by an antitrust violator may suereadily covers consumers who purchase goods or services at higherthancompetitive prices from an allegedly monopolistic retailer second is precedent applying we have consistently stated that the immediate buyers from the alleged anti trust violators may maintain a suit against the antitrust violators kansas v utilicorp united inc u s see also illinois brick u s at at the same time incorporating principles of proximate cause into we have ruled that indirect purchasers who are two or more steps removed from the violator in a distribution chain may not sue our decision in illinois brick established a brightline rule that authorizes suits by direct purchasers but bars suits by indirect purchasers id at the facts of illinois brick illustrate the rule illinois brick company manufactured and distributed concrete blocks illinois brick sold the blocks primarily to masonry contractors and those contractors in turn sold masonry structures to general contractors those general contrac tors in turn sold their services for larger construction projects to the state of illinois the ultimate consumer of the blocks the consumer state of illinois sued the manufacturer illinois brick the state alleged that illinois brick had engaged in a conspiracy to fix the price of concrete blocks according to the complaint the state paid more for the concrete blocks than it would have paid absent the price fixing conspiracy the monopoly overcharge allegedly flowed all the way down the distribution chain to the illinois brick held that the directpurchaser requirement applies to claims for damages illinois brick did not address injunctive relief and we likewise do not address injunctive relief in this case apple inc v pepper opinion of the court ultimate consumer who was the state of illinois this court ruled that the state could not bring an anti trust action against illinois brick the alleged violator because the state,2
apple.pdf,had not purchased concrete blocks directly from illinois brick the proper plaintiff to bring that claim against illinois brick the court stated would be an entity that had purchased directly from illinois brick ibid the brightline rule of illinois brick as articulated in that case and as we reiterated in utilicorp means that indirect purchasers who are two or more steps removed from the antitrust violator in a distribution chain may not sue by contrast direct purchasersthat is those who are the immediate buyers from the alleged antitrust violatorsmay sue utilicorp u s at for example if manufacturer a sells to retailer b and retailer b sells to consumer c then c may not sue a but b may sue a if a is an antitrust violator and c may sue b if b is an antitrust violator that is the straightforward rule of illinois brick see loeb industries inc v sumi tomo corp f d ca wood j in this case unlike in illinois brick the iphone owners are not consumers at the bottom of a vertical distribution chain who are attempting to sue manufacturers at the top of the chain there is no intermediary in the distribution chain between apple and the consumer the iphone owners purchase apps directly from the retailer apple who is the alleged antitrust violator the iphone owners pay the alleged overcharge directly to apple the absence of an intermediary is dispositive under illinois brick the thirty states and the district of columbia filed an amicus brief supporting the plaintiffs and they argue that c should be able to sue a in that hypothetical they ask us to overrule illinois brick to allow such suits in light of our ruling in favor of the plaintiffs in this case we have no occasion to consider that argument for overruling illinois brick cite as u s opinion of the court iphone owners are direct purchasers from apple and are proper plaintiffs to maintain this antitrust suit b all of that seems simple enough but apple argues strenuously against that seemingly simple conclusion and we address its arguments carefully for this kind of re tailer case apples theory is that illinois brick allows consumers to sue only the party who sets the retail price whether or not that party sells the good or service directly to the complaining party apple says that its theory ac cords with,2
apple.pdf,the economics of the transaction here apple argues that the app developers not apple set the retail price charged to consumers which according to apple means that the consumers may not sue apple we see three main problems with apples who sets the price theory first apples theory contradicts statutory text and precedent as we explained above the text of broadly affords injured parties a right to sue under the antitrust laws and our precedent in illinois brick established a brightline rule where direct purchasers such as the con sumers here may sue antitrust violators from whom they purchased a good or service illinois brick as we read the opinion was not based on an economic theory about who set the price rather illinois brick sought to ensure an effective and efficient litigation scheme in antitrust cases to do so the court drew a bright line that allowed direct purchasers to sue but barred indirect purchasers from suing when there is no intermediary between the pur chaser and the antitrust violator the purchaser may sue the illinois brick brightline rule is grounded on the belief that simplified administration improves antitrust enforcement a p areeda h hovenkamp r blair c durrance antitrust law e p th ed areeda hovenkamp apples theory would require us apple inc v pepper opinion of the court to rewrite the rationale of illinois brick and to gut the longstanding brightline rule to the extent that illinois brick leaves any ambiguity about whether a direct purchaser may sue an antitrust violator we should resolve that ambiguity in the direction of the statutory text and under the text direct purchas ers from monopolistic retailers are proper plaintiffs to sue those retailers second in addition to deviating from statutory text and precedent apples proposed rule is not persuasive econom ically or legally apples effort to transform illinois brick from a directpurchaser rule to a who sets the price rule would draw an arbitrary and unprincipled line among retailers based on retailers financial arrangements with their manufacturers or suppliers in the retail context the price charged by a retailer to a consumer is often a result at least in part of the price charged by the manufacturer or supplier to the retailer or of negotiations between the manufacturer or supplier and the retailer those agreements between manufacturer or supplier and retailer may take myriad forms including for example a markup,2
apple.pdf,pricing model or a commission pricing model in a traditional markup pricing model a hypothet ical monopolistic retailer might pay to the manufacturer and then sell the product for keeping for itself in a commission pricing model the retailer might pay noth ing to the manufacturer agree with the manufacturer that the retailer will sell the product for and keep per cent of the sales price and then sell the product for send back to the manufacturer and keep in those two different pricing scenarios everything turns out to be economically the same for the manufacturer retailer and consumer yet apples proposed rule would allow a consumer to sue the monopolistic retailer in the former situation but not the latter in other words under apples rule a consumer cite as u s opinion of the court could sue a monopolistic retailer when the retailer set the retail price by marking up the price it had paid the manu facturer or supplier for the good or service but a consumer could not sue a monopolistic retailer when the manufac turer or supplier set the retail price and the retailer took a commission on each sale apples linedrawing does not make a lot of sense other than as a way to gerrymander apple out of this and simi lar lawsuits in particular we fail to see why the form of the upstream arrangement between the manufacturer or supplier and the retailer should determine whether a monopolistic retailer can be sued by a downstream con sumer who has purchased a good or service directly from the retailer and has paid a higherthancompetitive price because of the retailers unlawful monopolistic conduct as the court of appeals aptly stated the distinction between a markup and a commission is immaterial f d at a leading antitrust treatise likewise states denying standing because title never passes to a broker is an overly lawyered approach that ignores the reality that a distribution system that relies on brokerage is economically indistinguishable from one that relies on purchaserresellers a areeda hovenkamp at if a retailer has engaged in unlawful monopolistic conduct that has caused consumers to pay higherthan competitive prices it does not matter how the retailer structured its relationship with an upstream manufacturer or supplierwhether for example the retailer employed a markup or kept a commission to be sure if the monopolistic retailers conduct has not caused the consumer,2
apple.pdf,to pay a higherthancompetitive price then the plaintiff s damages will be zero here for example if the competitive commission rate were per cent rather than percent but apple could prove that app developers in a percent commission system would always set a higher price such that consumers would pay apple inc v pepper opinion of the court the same retail price regardless of whether apples com mission was percent or percent then the consumers damages would presumably be zero but we cannot as sume in all casesas apple would necessarily have us dothat a monopolistic retailer who keeps a commission does not ever cause the consumer to pay a higherthan competitive price we find no persuasive legal or economic basis for such a blanket assertion in short we do not understand the relevance of the upstream market structure in deciding whether a down stream consumer may sue a monopolistic retailer apples rule would elevate form what is the precise arrangement between manufacturers or suppliers and retailers over substance is the consumer paying a higher price because of the monopolistic retailers actions if the retailers unlawful monopolistic conduct caused a consumer to pay the retailer a higherthancompetitive price the consumer is entitled to sue the retailer under the antitrust laws third if accepted apples theory would provide a roadmap for monopolistic retailers to structure transac tions with manufacturers or suppliers so as to evade anti trust claims by consumers and thereby thwart effective antitrust enforcement consider a traditional supplierretailer relationship in which the retailer purchases a product from the supplier and sells the product with a markup to consumers under apples proposed rule a retailer instead of buying the product from the supplier could arrange to sell the prod uct for the supplier without purchasing it from the sup plier in other words rather than paying the supplier a certain price for the product and then marking up the price to sell the product to consumers the retailer could collect the price of the product from consumers and remit only a fraction of that price to the supplier that restructuring would allow a monopolistic retailer to insulate itself from antitrust suits by consumers even cite as u s opinion of the court in situations where a monopolistic retailer is using its monopoly to charge higherthancompetitive prices to consumers we decline to greenlight monopolistic retail ers to exploit their market position,2
apple.pdf,in that way we refuse to rubberstamp such a blatant evasion of statutory text and judicial precedent in sum apples theory would disregard statutory text and precedent create an unprincipled and economically senseless distinction among monopolistic retailers and furnish monopolistic retailers with a howto guide for evasion of the antitrust laws c in arguing that the court should transform the direct purchaser rule into a who sets the price rule apple insists that the three reasons that the court identified in illinois brick for adopting the directpurchaser rule apply to this caseeven though the consumers here unlike in illinois brick were direct purchasers from the alleged monopolist the illinois brick court listed three reasons for barring indirectpurchaser suits facilitating more effective enforcement of antitrust laws avoiding com plicated damages calculations and eliminating dupli cative damages against antitrust defendants as we said in utilicorp however the brightline rule of illinois brick means that there is no reason to ask whether the rationales of illinois brick apply with equal force in every individual case u s at we should not engage in an unwarranted and counterproductive exer cise to litigate a series of exceptions id at but even if we engage with this argument we conclude that the three illinois brick rationaleswhether consid ered individually or togethercut strongly in the plain tiffs favor here not apples first apple argues that barring the iphone owners from suing apple will better promote effective enforcement of apple inc v pepper opinion of the court the antitrust laws apple posits that allowing only the upstream app developersand not the downstream con sumersto sue apple would mean more effective enforce ment of the antitrust laws we do not agree leaving consumers at the mercy of monopolistic retailers simply because upstream suppliers could also sue the retailers makes little sense and would directly contradict the longstanding goal of effective private enforcement and consumer protection in antitrust cases second apple warns that calculating the damages in successful consumer antitrust suits against monopolistic retailers might be complicated it is true that it may be hard to determine what the retailer would have charged in a competitive market expert testimony will often be necessary but that is hardly unusual in antitrust cases illinois brick is not a getoutofcourtfree card for monop olistic retailers to play any time that a damages calcula tion might be complicated illinois brick surely did not wipe,2
apple.pdf,out consumer antitrust suits against monopolistic retailers from whom the consumers purchased goods or services at higherthancompetitive prices moreover the damages calculation may be just as complicated in a re tailer markup case as it is in a retailer commission case yet apple apparently accepts consumers suing monopolis tic retailers in a retailer markup case if apple accepts that kind of suit then apple should also accept consumers suing monopolistic retailers in a retailer commission case third apple claims that allowing consumers to sue will result in conflicting claims to a common fundthe amount of the alleged overcharge illinois brick u s at apple is incorrect this is not a case where multiple parties at different levels of a distribution chain are trying to all recover the same passedthrough overcharge initially levied by the manufacturer at the top of the chain cf id at hanover shoe inc v united shoe machinery corp u s cite as u s opinion of the court if the iphone owners prevail they will be entitled to the full amount of the unlawful overcharge that they paid to apple the overcharge has not been passed on by anyone to anyone unlike in illinois brick there will be no need to trace the effect of the overcharge through each step in the distribution chain u s at it is true that apples alleged anticompetitive conduct may leave apple subject to multiple suits by different plaintiffs but illinois brick did not purport to bar multiple liability that is unrelated to passing an overcharge down a chain of distribution basic antitrust law tells us that the mere fact that an antitrust violation produces two different classes of victims hardly entails that their injuries are duplicative of one another a areeda hovenkamp d at multiple suits are not atypical when the intermediary in a distribution chain is a bottleneck monopolist or monopsonist or both between the manufacturer on the one end and the consumer on the other end a retailer who is both a monopolist and a monopsonist may be liable to different classes of plaintiffsboth to downstream consumers and to upstream supplierswhen the retailers unlawful conduct affects both the downstream and upstream markets here some downstream iphone consumers have sued apple on a monopoly theory and it could be that some upstream app developers will also sue apple on a monop sony theory in this instance the two,2
apple.pdf,suits would rely on fundamentally different theories of harm and would not assert dueling claims to a common fund as that term was used in illinois brick the consumers seek damages based on the difference between the price they paid and the competitive price the app developers would seek lost profits that they could have earned in a competitive retail market illinois brick does not bar either category of suit in short the three illinois brick rationales do not per apple inc v pepper opinion of the court suade us to remake illinois brick and to bar direct purchaser suits against monopolistic retailers who employ commissions rather than markups the plaintiffs seek to hold retailers to account if the retailers engage in unlaw ful anticompetitive conduct that harms consumers who purchase from those retailers that is why we have anti trust law ever since congress overwhelmingly passed and presi dent benjamin harrison signed the sherman act in protecting consumers from monopoly prices has been the central concern of antitrust a areeda hovenkamp at the consumers here purchased apps directly from apple and they allege that apple used its monopoly power over the retail apps market to charge higherthancompetitive prices our decision in illinois brick does not bar the consumers from suing apple for apples allegedly monopolistic conduct we affirm the judgment of the u s court of appeals for the ninth circuit it is so ordered cite as u s gorsuch j dissenting supreme court of the united states no apple inc petitioner v robert pepper et al on writ of certiorari to the united states court of appeals for the ninth circuit may justice gorsuch with whom the chief justice justice thomas and justice alito join dissenting more than years ago in illinois brick co v illinois u s this court held that an antitrust plaintiff cant sue a defendant for overcharging someone else who might or might not have passed on all or some of the overcharge to him illinois brick held that these convoluted pass on theories of damages violate tradi tional principles of proximate causation and that the right plaintiff to bring suit is the one on whom the overcharge immediately and surely fell yet today the court lets a passon case proceed it does so by recasting illinois brick as a rule forbidding only suits where the plaintiff does not contract directly with the defendant,2
apple.pdf,this replaces a rule of proximate cause and economic reality with an easily manipulated and formalistic rule of contractual privity thats not how antitrust law is supposed to work and its an uncharitable way of treating a precedent which whatever its flawsis far more sensible than the rule the court installs in its place i to understand illinois brick it helps to start with the case that paved the way for that decision hanover shoe inc v united shoe machinery corp u s hanover sued united a company that supplied machinery apple inc v pepper gorsuch j dissenting hanover used to make shoes hanover alleged that uniteds illegal monopoly in the shoemakingmachinery market had allowed it to charge supracompetitive prices as damages hanover sought to recover the amount it had overpaid united for machinery united replied that han over hadnt been damaged at all because united asserted hanover had not absorbed the supposedly illegal over charge but had passed the cost on to its customers by raising the prices it charged for shoes id at and n this court called uniteds argument a passing on defense because it suggested that a court should consider whether an antitrust plaintiff had passed on the defendants overcharge to its own customers when assessing if and to what degree the plaintiff was injured by the defendants anticompetitive conduct id at this court rejected that defense while of the clay ton act allows private suits for those injured by antitrust violations we have long interpreted this language against the backdrop of the common law see eg associated gen contractors of cal inc v carpenters u s and under ancient rules of proximate causation the general tendency of the law in regard to damages at least is not to go beyond the first step hanover shoe u s at n quoting southern pacific co v darnelltaenzer lumber co u s in hanover shoe the first step was uniteds overcharging of hanover to proceed beyond that and inquire whether hanover had passed on the overcharge to its customers the court held would risk the sort of prob lems traditional principles of proximate cause were de signed to avoid nearly insuperable questions would follow about whether hanover had the capacity and incen tive to pass on to its customers in the shoemaking market uniteds alleged monopoly rent from the separate shoe makingmachinery market u s at resolving those,2
apple.pdf,questions would in turn necessitate a trial within a cite as u s gorsuch j dissenting trial about hanovers power and conduct in its own mar ket with the attendant risk that proceedings would be come long and complicated and would involve massive evidence and complicated theories ibid illinois brick was just the other side of the coin with hanover shoe having held that an antitrust defendant could not rely on a passon theory to avoid damages illi nois brick addressed whether an antitrust plaintiff could rely on a passon theory to recover damages the state of illinois had sued several manufacturers of concrete blocks alleging that the defendants pricefixing conspiracy had enabled them to overcharge building contractors who in turn had passed on those charges to their customers including the state recognizing that hanover shoe had already prohibited antitrust violators from using a pass on theory defensively the court declined to permit offensive use of a passon theory against an alleged viola tor that could not use the same theory as a defense u s at permitting the use of passon theories under the court reasoned would require determining how much of the manufacturers monopoly rent was ab sorbed by intermediary building contractors and how much they were able and chose to pass on to their custom ers like the state id at allowing passon theories would as well allow plaintiffs at each level in the distri bution chain to assert conflicting claims to a common fund which would require massive efforts to apportion the recovery among all potential plaintiffs that could have absorbed part of the overchargefrom direct purchasers to middlemen to ultimate consumers ibid better again the court decided to adhere to traditional rules of proxi mate causation and allow only the first affected custom ersthe building contractorsto sue for the monopoly rents they had directly paid there is nothing surprising in any of this unless con gress provides otherwise this court generally reads statu apple inc v pepper gorsuch j dissenting tory causes of action as limited to plaintiffs whose inju ries are proximately caused by violations of the statute lexmark intl inc v static control components inc u s that proximate cause requirement typically bars suits for injuries that are derivative of misfortunes visited upon a third person by the defendants acts id at internal quotation marks omitted so for example if a defendants false,2
apple.pdf,advertising causes harm to one of its competitors the competitor can sue the false advertiser under the lanham act but if the competitor is unable to pay its rent as a result the competitors landlord cant sue the false advertiser because the landlords harm derives from the harm to the competitor id at see also eg bank of america corp v miami u s slip op at dura pharmaceuticals inc v broudo u s holmes v secu rities investor protection corporation u s this court has long understood illinois brick as simply applying these traditional proximate cause principles in the antitrust context see associated gen contractors u s at ii the lawsuit before us depends on just the sort of passon theory that illinois brick forbids the plaintiffs bought apps from thirdparty app developers or manufacturers in apples retail internet app store at prices set by the developers the lawsuit alleges that apple is a monopolist for this reason its hard to make sense of the suggestion that illi nois brick may not apply to claims for injunctive relief ante at n under our normal rule of construction a plaintiff whos not proximately harmed by a defendants unlawful conduct has no cause of action to sue the defendant for any type of relief lexmark intl inc v static control components inc u s although a plaintiff that cannot quantify its losses with sufficient certainty to recover damages may still be entitled to injunctive relief the requirement of proxi mate causation must be met in every case cite as u s gorsuch j dissenting retailer and that the commission it charges develop ers for the right to sell through its platform represents an anticompetitive price the problem is that the com mission falls initially on the developers so if the commis sion is in fact a monopolistic overcharge the developers are the parties who are directly injured by it plaintiffs can be injured only if the developers are able and choose to pass on the overcharge to them in the form of higher app prices that the developers alone control plaintiffs admit ted as much in the district court where they described their theory of injury this way if apple tells the devel oper were going to take this percent commission whats the developer going to do the developer is going to increase its price to cover apples demanded profit app,2
apple.pdf,because this is exactly the kind of passon theory illinois brick rejected it should come as no surprise that the concerns animating that decision are also implicated like other passon theories plaintiffs theory will necessi tate a complex inquiry into how apples conduct affected thirdparty pricing decisions and it will raise difficult questions about apportionment of damages between app developers and their customers along with the risk of duplicative damages awards if anything plaintiffs claims present these difficulties even more starkly than did the claims at issue in illinois brick consider first the question of causation to determine if apples conduct damaged plaintiffs at all and if so the magnitude of their damages a court will first have to explore whether and to what extent each individual app developer was ableand then optedto pass on the commission to its consumers in the form of higher app prices sorting this out if it can be done at all will entail wrestling with complicated theories about how the relevant market variables would have behaved had there been no overcharge illinois brick u s at apple inc v pepper gorsuch j dissenting will the court hear testimony to determine the market power of each app developer how each set its prices and what it might have charged consumers for apps if apples commission had been lower will the court also consider expert testimony analyzing how market factors might have influenced developers capacity and willingness to pass on apples alleged monopoly overcharge and will the court then somehow extrapolate its findings to all of the tens of thousands of developers who sold apps through the app store at different prices and times over the course of years this causation inquiry will be complicated further by apples requirement that all app prices end in as plaintiffs acknowledge this rule has caused prices for the vast majority of apps to cluster at exactly brief for respondents and a developer charging for its app cant raise its price by just enough to recover the cent commission instead if the developer wants to pass on the commission to consumers it has to more than double its price to doubling the commission in the process which could significantly affect its sales in short because apples cent rule creates a strong disin centive for developers to raise their prices it makes plain tiffs passon theory of injury even harder to,2
